20120	84	226
20220	0	197
20290	0	203
20330	0	205
20360	0	241
20420	0	269
20460	0	218
20470	0	229
20500	0	227
20520	0	233
20600	0	200
20650	0	222
20710	0	182
20770	0	189
20810	0	232
20880	0	228
20990	0	261
21060	0	87
21100	0	86
21140	0	85
21220	0	66
21250	0	86
21260	0	54
21290	0	97
21360	0	70
21520	0	79
21610	0	77
21640	0	92
21660	0	86
21760	0	265
21770	0	135
21840	0	198
21870	0	138
21900	0	113
21930	0	116
22040	0	85
22140	0	134
22230	0	108
22370	0	73
22410	0	82
22430	0	100
22690	0	134
22700	0	105
22710	0	142
22750	0	153
22920	0	150
22960	0	92
22990	0	92
23020	0	85
23150	0	134
23260	0	182
23310	0	131
23360	0	145
23470	0	144
23510	0	124
23530	0	140
23540	0	132
23610	0	144
23740	0	173
23780	0	173
23820	0	173
23850	0	142
30030	262	297
30250	189	347
30260	466	583
30320	298	356
30370	281	334
30410	250	301
30550	197	275
30610	52	225
30820	0	190
30850	61	196
30870	48	233
30910	74	308
31030	0	211
31050	0	235
31060	0	244
31210	117	232
31250	97	254
31290	125	226
31300	95	183
31390	102	227
31430	112	222
31470	128	202
31780	112	214
31990	125	263
32070	131	267
32260	101	223
32330	101	213
32430	157	296
32470	177	314
32500	83	251
32510	122	292
32520	121	294
32600	151	324
32680	0	106
32770	0	134
32880	0	118
32920	0	117
32930	0	117
32940	0	122
32970	0	124
33000	0	127
33010	0	132
33030	0	149
33100	0	146
33110	0	164
33120	0	145
33160	0	160
33190	0	130
33210	0	147
33230	0	122
33340	52	143
33380	81	125
33460	69	107
33490	31	92
33550	68	162
33810	26	166
33910	20	135
34210	60	186
34250	65	213
34310	86	199
34320	61	209
34370	103	247
34410	93	222
34530	83	225
34580	90	239
34600	101	246
40090	0	110
40220	0	112
40250	42	131
40420	56	89
40640	70	109
40660	63	112
40770	55	88
40820	55	107
40940	0	33
40950	0	25
41180	0	26
41320	0	25
41390	0	47
41420	0	26
41430	0	29
41480	0	35
41510	0	42
41640	0	93
41650	0	41
41690	0	52
41800	0	48
41830	0	76
41870	0	70
41910	0	115
41920	0	83
42040	0	86
42130	0	93
42200	0	115
42310	0	106
42370	0	103
42410	0	130
42580	0	63
42600	0	60
42610	0	65
42790	0	69
42800	0	92
42810	0	85
42850	0	90
42920	0	91
42940	0	45
42960	0	83
42970	0	42
42990	0	77
43090	0	85
43110	0	91
43190	0	116
43240	0	95
43270	0	111
43470	0	112
43550	0	13
43580	0	95
43690	0	108
43720	0	103
43770	0	78
43880	0	107
43940	0	104
